order_no,id,created_at,updated_at,submitted_at,filled_at,expired_at,canceled_at,failed_at,replaced_at,filled_avg_price,qty,filled_qty,type,side,time_in_force,limit_price,stop_price,status,extended_hours,legs,trail_percent,trail_price,hwm,asset_id,symbol,current_price,pnl
15,c67fe63d-4646-43d5-aa91-5b77f3ed0fbe,2023-06-08 05:00:33.323626+00:00,2023-06-08 05:21:12.064697+00:00,2023-06-08 05:00:33.322347+00:00,2023-06-08 05:21:12.023621+00:00,,,,,59.268874421,27.0,27.0,limit,buy,gtc,59.268874421,,filled,False,,,,,8588af33-3a8e-4a09-bb6c-ba4226dc7aff,AAVE/USD,59.7,11.640390633000088
16,1ec3d445-2a1d-4532-8152-cae4787c5b27,2023-06-08 05:00:31.569396+00:00,2023-06-08 05:00:31.613943+00:00,2023-06-08 05:00:31.568312+00:00,2023-06-08 05:00:31.571127+00:00,,,,,18.79684755,107.0,107.0,market,buy,gtc,,,filled,False,,,,,9226ef75-ba41-4a4b-a1b4-96e1a1b818f0,SOL/USD,17.17,-174.0726878499997
17,16b20d11-b247-4ef3-8383-f4cfe9c639e3,2023-06-08 05:00:31.522972+00:00,2023-06-08 05:31:38.313704+00:00,2023-06-08 05:00:31.521690+00:00,2023-06-08 05:31:38.308494+00:00,,,,,18.714511464,84.0,84.0,limit,buy,gtc,18.714511464,,filled,False,,,,,9226ef75-ba41-4a4b-a1b4-96e1a1b818f0,SOL/USD,17.17,-129.73896297599993
18,bf8bbfb0-01dc-447b-93bd-a04c8eb5c25f,2023-06-08 05:00:29.629282+00:00,2023-06-08 05:00:29.663652+00:00,2023-06-08 05:00:29.627972+00:00,2023-06-08 05:00:29.632136+00:00,,,,,88.55,22.0,22.0,market,buy,gtc,,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,7.040000000000163
19,73bd00e7-1f8a-4abd-98d5-6e9ebc1ebf91,2023-06-08 05:00:29.584072+00:00,2023-06-08 05:00:29.613637+00:00,2023-06-08 05:00:29.579850+00:00,2023-06-08 05:00:29.586258+00:00,,,,,88.56,6.0,6.0,limit,buy,gtc,90.180439397,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,1.8600000000000136
20,73e8637e-a426-45db-b1b9-886e098fec48,2023-06-08 05:00:27.799489+00:00,2023-06-08 05:00:27.814213+00:00,2023-06-08 05:00:27.798237+00:00,2023-06-08 05:00:27.801222+00:00,,,,,13.868224676,143.0,143.0,market,buy,gtc,,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-34.06612866799996
21,22d34413-5bfd-45e2-aa55-294c39d315bb,2023-06-08 05:00:27.755810+00:00,2023-06-08 05:00:27.763614+00:00,2023-06-08 05:00:27.753491+00:00,2023-06-08 05:00:27.758146+00:00,,,,,13.8601122,47.0,47.0,limit,buy,gtc,13.918501093,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-10.815273399999947
22,3ebc7c05-125b-48b4-ba21-69ffa2fdb150,2023-06-08 05:00:25.839103+00:00,2023-06-08 05:00:25.863719+00:00,2023-06-08 05:00:25.837736+00:00,2023-06-08 05:00:25.841022+00:00,,,,,111.568392,18.0,18.0,market,buy,gtc,,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,-13.831056000000103
23,5d8e9fce-9cc4-4a60-a069-4dab21404295,2023-06-08 05:00:25.795223+00:00,2023-06-08 05:00:25.814243+00:00,2023-06-08 05:00:25.793993+00:00,2023-06-08 05:00:25.798996+00:00,,,,,111.60046,7.0,7.0,limit,buy,gtc,113.309555719,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,-5.603220000000007
24,879eec67-f780-44d4-8dc8-ff4bae1bb240,2023-06-08 04:55:23.593949+00:00,2023-06-08 04:55:23.613657+00:00,2023-06-08 04:55:23.592573+00:00,2023-06-08 04:55:23.595761+00:00,,,,,88.5654271,22.0,22.0,market,buy,gtc,,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,6.700603800000238
25,a146bff0-8401-41ee-b4b1-892218988182,2023-06-08 04:55:23.547059+00:00,2023-06-08 04:55:23.564118+00:00,2023-06-08 04:55:23.545739+00:00,2023-06-08 04:55:23.549270+00:00,,,,,88.5491627,6.0,6.0,limit,buy,gtc,90.212783722,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,1.925023800000048
26,8c15a02e-8f69-4173-ba82-04159dafa12f,2023-06-08 04:55:21.670525+00:00,2023-06-08 04:55:21.714107+00:00,2023-06-08 04:55:21.669163+00:00,2023-06-08 04:55:21.672703+00:00,,,,,111.8,18.0,18.0,market,buy,gtc,,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,-18.0
27,7b43ca07-0c5e-4b20-85a5-27cb39380394,2023-06-08 04:55:21.621483+00:00,2023-06-08 04:55:21.664587+00:00,2023-06-08 04:55:21.620237+00:00,2023-06-08 04:55:21.623835+00:00,,,,,111.8,7.0,7.0,limit,buy,gtc,113.341943881,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,-7.0
28,5be66de3-fb16-458c-adfc-98311988bfe0,2023-06-08 04:55:19.743699+00:00,2023-06-08 04:55:19.763912+00:00,2023-06-08 04:55:19.742618+00:00,2023-06-08 04:55:19.746017+00:00,,,,,1843.69991614,1.0,1.0,market,buy,gtc,,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,-4.079916140000023
29,5a09ff7e-fba4-4def-b0b9-adfe43fb36b6,2023-06-08 04:55:19.702654+00:00,2023-06-08 04:55:19.713796+00:00,2023-06-08 04:55:19.701333+00:00,2023-06-08 04:55:19.705105+00:00,,,,,1843.83600832,1.0,1.0,limit,buy,gtc,1869.509847768,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,-4.216008320000128
30,cdd80d3b-fa28-4549-9230-43b77e3b7304,2023-06-08 04:55:17.589569+00:00,2023-06-08 04:55:17.613974+00:00,2023-06-08 04:55:17.588197+00:00,2023-06-08 04:55:17.591335+00:00,,,,,13.873548857,143.0,143.0,market,buy,gtc,,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-34.8274865509998
31,2494f307-62cc-4f68-b800-4f4ac059bf6c,2023-06-08 04:55:17.547207+00:00,2023-06-08 04:55:17.564023+00:00,2023-06-08 04:55:17.546003+00:00,2023-06-08 04:55:17.550887+00:00,,,,,13.8654834,62.0,62.0,limit,buy,gtc,13.927075823,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-14.59997079999998
32,53049b92-cee5-42b8-b48e-91024224a00c,2023-06-08 04:50:24.581716+00:00,2023-06-08 04:50:24.613846+00:00,2023-06-08 04:50:24.580442+00:00,2023-06-08 04:50:24.583625+00:00,,,,,59.377482572,33.0,33.0,market,buy,gtc,,,filled,False,,,,,8588af33-3a8e-4a09-bb6c-ba4226dc7aff,AAVE/USD,59.7,10.643075124000156
33,647960c9-914a-4098-910a-1bd318157418,2023-06-08 04:50:24.540196+00:00,2023-06-08 05:21:12.113228+00:00,2023-06-08 04:50:24.538766+00:00,2023-06-08 05:21:12.082919+00:00,,,,,59.258807243,27.0,27.0,limit,buy,gtc,59.258807243,,filled,False,,,,,8588af33-3a8e-4a09-bb6c-ba4226dc7aff,AAVE/USD,59.7,11.912204439000085
34,c71ca883-7833-4077-a305-8c3e9bf6bde4,2023-06-08 04:50:22.658694+00:00,2023-06-08 04:50:22.663933+00:00,2023-06-08 04:50:22.657515+00:00,2023-06-08 04:50:22.660583+00:00,,,,,13.900916875,143.0,143.0,market,buy,gtc,,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-38.7411131249999
35,167a51cc-ef1b-4371-80a2-4a8a57a3af4b,2023-06-08 04:50:22.616262+00:00,2023-06-08 04:50:22.663653+00:00,2023-06-08 04:50:22.615091+00:00,2023-06-08 04:50:22.618422+00:00,,,,,13.863,78.0,78.0,limit,buy,gtc,13.93665755,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-18.173999999999904
36,8a402de1-a68b-4e60-a005-1b1e12e71859,2023-06-08 04:50:20.174729+00:00,2023-06-08 04:50:20.214044+00:00,2023-06-08 04:50:20.173412+00:00,2023-06-08 04:50:20.176358+00:00,,,,,111.64488,18.0,18.0,market,buy,gtc,,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,-15.207840000000061
37,46c2f42b-8d60-477f-8e2a-b03b7c4fc51e,2023-06-08 04:50:20.132785+00:00,2023-06-08 04:50:20.164316+00:00,2023-06-08 04:50:20.131614+00:00,2023-06-08 04:50:20.134701+00:00,,,,,111.6502,7.0,7.0,limit,buy,gtc,113.379120797,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,-5.951400000000007
38,307f2114-0da1-4eb1-a1eb-dd09faacf8d9,2023-06-08 04:50:18.404657+00:00,2023-06-08 04:50:18.414490+00:00,2023-06-08 04:50:18.403444+00:00,2023-06-08 04:50:18.406418+00:00,,,,,1845.917359,1.0,1.0,market,buy,gtc,,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,-6.297359000000142
39,e6b7952d-43db-4889-a42a-b13608a7234c,2023-06-08 04:50:18.362906+00:00,2023-06-08 04:50:18.414107+00:00,2023-06-08 04:50:18.361741+00:00,2023-06-08 04:50:18.364846+00:00,,,,,1845.917359,1.0,1.0,limit,buy,gtc,1870.022688868,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,-6.297359000000142
40,2f474ada-6f06-42e2-ac74-9a71b40e9c69,2023-06-08 04:50:15.769069+00:00,2023-06-08 04:50:15.814163+00:00,2023-06-08 04:50:15.767837+00:00,2023-06-08 04:50:15.771089+00:00,,,,,88.517,22.0,22.0,market,buy,gtc,,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,7.76600000000019
41,d9e1ae28-ed41-47c4-806e-696d012db2c0,2023-06-08 04:50:15.724987+00:00,2023-06-08 04:50:15.764699+00:00,2023-06-08 04:50:15.723448+00:00,2023-06-08 04:50:15.729032+00:00,,,,,88.517,6.0,6.0,limit,buy,gtc,90.247363597,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,2.118000000000052
42,35c99e6b-c2c9-4cff-8f8c-5f7092c7f9ca,2023-06-08 04:45:26.636570+00:00,2023-06-08 04:45:26.664584+00:00,2023-06-08 04:45:26.635187+00:00,2023-06-08 04:45:26.638896+00:00,,,,,5.963178394,337.0,337.0,market,buy,gtc,,,filled,False,,,,,faf30512-0c0d-4ff8-a7a0-169c747d1e9c,LINK/USD,5.961,-0.734118777999841
43,307a45ea-367a-4077-bbfd-17ab8ee3f8e0,2023-06-08 04:45:26.593484+00:00,2023-06-08 04:45:26.713410+00:00,2023-06-08 04:45:26.592259+00:00,2023-06-08 04:45:26.678084+00:00,,,,,5.961800281,90.0,90.0,limit,buy,gtc,5.961800281,,filled,False,,,,,faf30512-0c0d-4ff8-a7a0-169c747d1e9c,LINK/USD,5.961,-0.07202529000000624
44,6d3b1b66-9508-457a-b1f7-419607b4904c,2023-06-08 04:45:23.983976+00:00,2023-06-08 04:45:24.013568+00:00,2023-06-08 04:45:23.982655+00:00,2023-06-08 04:45:23.985916+00:00,,,,,88.6360929,22.0,22.0,market,buy,gtc,,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,5.145956200000228
45,1ff95a05-3660-4ff1-b038-1e5033d0db21,2023-06-08 04:45:23.933241+00:00,2023-06-08 04:45:23.964014+00:00,2023-06-08 04:45:23.931760+00:00,2023-06-08 04:45:23.935549+00:00,,,,,88.66085,7.0,7.0,limit,buy,gtc,90.281998841,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,1.4640500000000571
46,c234ce06-e68e-48c7-8533-3913718c9deb,2023-06-08 04:45:20.684475+00:00,2023-06-08 04:45:20.713960+00:00,2023-06-08 04:45:20.683318+00:00,2023-06-08 04:45:20.686334+00:00,,,,,111.593071,18.0,18.0,market,buy,gtc,,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,-14.275277999999958
47,e44a2e22-7b6c-4f57-a913-209288949632,2023-06-08 04:45:20.644595+00:00,2023-06-08 04:45:20.663602+00:00,2023-06-08 04:45:20.643435+00:00,2023-06-08 04:45:20.646714+00:00,,,,,111.5787,7.0,7.0,limit,buy,gtc,113.419249551,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,-5.450900000000004
48,21e10274-048b-4402-a504-b8a9bb8ccf8e,2023-06-08 04:45:18.911222+00:00,2023-06-08 04:45:18.963454+00:00,2023-06-08 04:45:18.910240+00:00,2023-06-08 04:45:18.913202+00:00,,,,,1844.795589,1.0,1.0,market,buy,gtc,,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,-5.175589000000173
49,c2913b02-2185-4eee-aefd-a80ef709a802,2023-06-08 04:45:18.867762+00:00,2023-06-08 04:45:18.914402+00:00,2023-06-08 04:45:18.866406+00:00,2023-06-08 04:45:18.870393+00:00,,,,,1844.795589,1.0,1.0,limit,buy,gtc,1870.58324741,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,-5.175589000000173
50,121911b1-923c-4c70-a94a-31ef65b25d05,2023-06-08 04:45:16.994969+00:00,2023-06-08 04:45:17.013527+00:00,2023-06-08 04:45:16.993715+00:00,2023-06-08 04:45:16.996938+00:00,,,,,13.871890978,143.0,143.0,market,buy,gtc,,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-34.590409853999844
51,fa65d100-7bdd-46ed-903c-ca07539dbd3d,2023-06-08 04:45:16.952578+00:00,2023-06-08 04:45:16.963703+00:00,2023-06-08 04:45:16.951147+00:00,2023-06-08 04:45:16.954977+00:00,,,,,13.86,94.0,94.0,limit,buy,gtc,13.961053331,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-21.619999999999873
52,72df0363-61be-4267-aba6-0253fab9a7c4,2023-06-08 04:45:14.983921+00:00,2023-06-08 04:45:15.014224+00:00,2023-06-08 04:45:14.982613+00:00,2023-06-08 04:45:14.986102+00:00,,,,,59.354639101,33.0,33.0,market,buy,gtc,,,filled,False,,,,,8588af33-3a8e-4a09-bb6c-ba4226dc7aff,AAVE/USD,59.7,11.396909667000209
53,9f428d8d-a52d-4d95-ae34-d3e7f895977d,2023-06-08 04:45:14.942131+00:00,2023-06-08 05:21:12.163700+00:00,2023-06-08 04:45:14.940698+00:00,2023-06-08 05:21:12.150537+00:00,,,,,59.249016835,28.0,28.0,limit,buy,gtc,59.249016835,,filled,False,,,,,8588af33-3a8e-4a09-bb6c-ba4226dc7aff,AAVE/USD,59.7,12.627528620000106
54,6a99d2d7-c2ea-468d-ab1f-383fc855c0e1,2023-06-08 04:40:29.638913+00:00,2023-06-08 04:40:29.663925+00:00,2023-06-08 04:40:29.637739+00:00,2023-06-08 04:40:29.640857+00:00,,,,,4.557710212,438.0,438.0,market,buy,gtc,,,filled,False,,,,,39d2df3b-4273-46a9-956d-c23634be1e38,UNI/USD,4.575,7.57292714400011
55,98a7c01a-df0d-430c-a2c9-127eec7fd8ef,2023-06-08 04:40:29.595897+00:00,2023-06-08 04:40:29.613875+00:00,2023-06-08 04:40:29.594794+00:00,2023-06-08 04:40:29.598179+00:00,,,,,4.555,171.0,171.0,limit,buy,gtc,4.5646645,,filled,False,,,,,39d2df3b-4273-46a9-956d-c23634be1e38,UNI/USD,4.575,3.420000000000079
56,fd779dd6-8154-4219-8f1f-dce9332843a7,2023-06-08 04:40:27.605816+00:00,2023-06-08 04:40:27.614679+00:00,2023-06-08 04:40:27.604552+00:00,2023-06-08 04:40:27.608254+00:00,,,,,13.975986191,143.0,143.0,market,buy,gtc,,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-49.47602531299996
57,a7f8b480-d99c-4920-815b-7a89f0c255b6,2023-06-08 04:40:27.565256+00:00,2023-06-08 04:40:27.614460+00:00,2023-06-08 04:40:27.563977+00:00,2023-06-08 04:40:27.567830+00:00,,,,,13.93,113.0,113.0,limit,buy,gtc,13.964331588,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-33.89999999999988
58,af92ca82-1545-4421-9d65-a51f47be2311,2023-06-08 04:40:25.790414+00:00,2023-06-08 04:40:25.814145+00:00,2023-06-08 04:40:25.788960+00:00,2023-06-08 04:40:25.792353+00:00,,,,,111.63,18.0,18.0,market,buy,gtc,,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,-14.93999999999997
59,6e700872-d448-4e28-a3ac-6eed707df4f1,2023-06-08 04:40:25.742965+00:00,2023-06-08 04:40:25.764021+00:00,2023-06-08 04:40:25.741568+00:00,2023-06-08 04:40:25.745331+00:00,,,,,111.596578,8.0,8.0,limit,buy,gtc,113.462205474,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,-6.372623999999973
60,eeeb8a9a-72e3-4ebb-918a-d46336eabff2,2023-06-08 04:40:23.293048+00:00,2023-06-08 04:40:23.313563+00:00,2023-06-08 04:40:23.291589+00:00,2023-06-08 04:40:23.295020+00:00,,,,,1843.49,1.0,1.0,market,buy,gtc,,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,-3.8700000000001182
61,73115232-02b1-4dc4-99c8-24a914cbb221,2023-06-08 04:40:23.252215+00:00,2023-06-08 04:40:23.263414+00:00,2023-06-08 04:40:23.250977+00:00,2023-06-08 04:40:23.254526+00:00,,,,,1843.7,1.0,1.0,limit,buy,gtc,1871.196567794,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,-4.080000000000155
62,6cc9eff9-6137-42fa-9bc3-7090efe8854d,2023-06-08 04:40:21.138921+00:00,2023-06-08 04:40:21.164016+00:00,2023-06-08 04:40:21.137690+00:00,2023-06-08 04:40:21.141052+00:00,,,,,5.955321973,337.0,337.0,market,buy,gtc,,,filled,False,,,,,faf30512-0c0d-4ff8-a7a0-169c747d1e9c,LINK/USD,5.961,1.9134950990000288
63,c21795b0-56b3-4581-bbe9-acfb7e41a22b,2023-06-08 04:40:21.099672+00:00,2023-06-08 04:40:21.113840+00:00,2023-06-08 04:40:21.098537+00:00,2023-06-08 04:40:21.101994+00:00,,,,,5.9525,175.0,175.0,limit,buy,gtc,5.965798958,,filled,False,,,,,faf30512-0c0d-4ff8-a7a0-169c747d1e9c,LINK/USD,5.961,1.4875000000001082
64,2c960dad-4038-4b88-8589-72653c93cf3b,2023-06-08 04:40:19.269109+00:00,2023-06-08 04:40:19.314288+00:00,2023-06-08 04:40:19.267784+00:00,2023-06-08 04:40:19.271435+00:00,,,,,88.6784,22.0,22.0,market,buy,gtc,,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,4.215200000000181
65,67499fda-e8ba-4df8-9584-251404cb7451,2023-06-08 04:40:19.229393+00:00,2023-06-08 04:40:19.264105+00:00,2023-06-08 04:40:19.228133+00:00,2023-06-08 04:40:19.231594+00:00,,,,,88.6784,7.0,7.0,limit,buy,gtc,90.317360442,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,1.3412000000000575
66,6a02931c-be0e-46f6-be49-421fe42dfd74,2023-06-08 04:40:16.675713+00:00,2023-06-08 04:40:16.713794+00:00,2023-06-08 04:40:16.674532+00:00,2023-06-08 04:40:16.677964+00:00,,,,,18.72456356,107.0,107.0,market,buy,gtc,,,filled,False,,,,,9226ef75-ba41-4a4b-a1b4-96e1a1b818f0,SOL/USD,17.17,-166.33830091999982
67,88328602-8a80-4772-a500-d0ac7666a732,2023-06-08 04:40:16.631691+00:00,2023-06-08 05:31:38.313810+00:00,2023-06-08 04:40:16.630503+00:00,2023-06-08 05:31:38.308499+00:00,,,,,18.711096943,90.0,90.0,limit,buy,gtc,18.711096943,,filled,False,,,,,9226ef75-ba41-4a4b-a1b4-96e1a1b818f0,SOL/USD,17.17,-138.69872486999995
68,a406c98b-8f07-4473-bb1a-9cd18c3a40b4,2023-06-08 04:35:33.485980+00:00,2023-06-08 04:35:33.513396+00:00,2023-06-08 04:35:33.484890+00:00,2023-06-08 04:35:33.487877+00:00,,,,,4.566603341,438.0,438.0,market,buy,gtc,,,filled,False,,,,,39d2df3b-4273-46a9-956d-c23634be1e38,UNI/USD,4.575,3.677736641999891
69,280efa23-fc62-4736-b276-6bdf4c53b147,2023-06-08 04:35:33.445109+00:00,2023-06-08 04:35:33.463411+00:00,2023-06-08 04:35:33.443920+00:00,2023-06-08 04:35:33.447303+00:00,,,,,4.56349456,342.0,342.0,limit,buy,gtc,4.56364151,,filled,False,,,,,39d2df3b-4273-46a9-956d-c23634be1e38,UNI/USD,4.575,3.9348604800001823
70,b154f679-4d08-43d1-8d30-73c79c8c6699,2023-06-08 04:35:30.117088+00:00,2023-06-08 04:35:30.163872+00:00,2023-06-08 04:35:30.115779+00:00,2023-06-08 04:35:30.118896+00:00,,,,,5.976264292,337.0,337.0,market,buy,gtc,,,filled,False,,,,,faf30512-0c0d-4ff8-a7a0-169c747d1e9c,LINK/USD,5.961,-5.144066403999817
71,5df5a268-509d-45ff-b8b8-7c83f6f09df6,2023-06-08 04:35:30.078014+00:00,2023-06-08 04:35:30.113690+00:00,2023-06-08 04:35:30.076597+00:00,2023-06-08 04:35:30.080369+00:00,,,,,5.95741,279.0,279.0,limit,buy,gtc,5.962278786,,filled,False,,,,,faf30512-0c0d-4ff8-a7a0-169c747d1e9c,LINK/USD,5.961,1.001609999999995
72,e92a0107-6bd8-4e9f-9e3d-333dafcf6e50,2023-06-08 04:35:28.206846+00:00,2023-06-08 04:35:28.214216+00:00,2023-06-08 04:35:28.205539+00:00,2023-06-08 04:35:28.209018+00:00,,,,,111.66,18.0,18.0,market,buy,gtc,,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,-15.47999999999999
73,99268ade-a1dd-4674-916e-fd4d796b5a07,2023-06-08 04:35:28.161633+00:00,2023-06-08 04:35:28.213860+00:00,2023-06-08 04:35:28.160572+00:00,2023-06-08 04:35:28.163945+00:00,,,,,111.66,8.0,8.0,limit,buy,gtc,113.506277202,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,-6.8799999999999955
74,22402348-8c40-4c79-a2df-fd6fccb684cc,2023-06-08 04:35:25.384485+00:00,2023-06-08 04:35:25.414274+00:00,2023-06-08 04:35:25.382791+00:00,2023-06-08 04:35:25.386620+00:00,,,,,88.7,22.0,22.0,market,buy,gtc,,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,3.7400000000000375
75,b97afd9f-6542-4e18-b620-8c26b9c00c89,2023-06-08 04:35:25.343929+00:00,2023-06-08 04:35:25.364219+00:00,2023-06-08 04:35:25.342402+00:00,2023-06-08 04:35:25.346198+00:00,,,,,88.7279,7.0,7.0,limit,buy,gtc,90.35367785,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,0.9946999999999946
76,de6b55be-66e2-4f34-851f-2f76a14c7b62,2023-06-08 04:35:23.519496+00:00,2023-06-08 04:35:23.563483+00:00,2023-06-08 04:35:23.518059+00:00,2023-06-08 04:35:23.521780+00:00,,,,,1844.0,1.0,1.0,market,buy,gtc,,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,-4.380000000000109
77,63da602b-9afa-447f-a6be-f0175d6da422,2023-06-08 04:35:23.477457+00:00,2023-06-08 04:35:23.514236+00:00,2023-06-08 04:35:23.476132+00:00,2023-06-08 04:35:23.479695+00:00,,,,,1844.0,1.0,1.0,limit,buy,gtc,1871.828994546,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,-4.380000000000109
78,d80f6b93-d2f0-4b69-a80b-5cdee8633a88,2023-06-08 04:35:21.582384+00:00,2023-06-08 04:35:21.613465+00:00,2023-06-08 04:35:21.581249+00:00,2023-06-08 04:35:21.584554+00:00,,,,,18.71,107.0,107.0,market,buy,gtc,,,filled,False,,,,,9226ef75-ba41-4a4b-a1b4-96e1a1b818f0,SOL/USD,17.17,-164.77999999999992
79,6004f08a-0715-440f-9c77-4a7bfa5711fc,2023-06-08 04:35:21.537033+00:00,2023-06-08 04:35:21.564077+00:00,2023-06-08 04:35:21.535575+00:00,2023-06-08 04:35:21.539627+00:00,,,,,18.710137,101.0,101.0,limit,buy,gtc,18.7131,,filled,False,,,,,9226ef75-ba41-4a4b-a1b4-96e1a1b818f0,SOL/USD,17.17,-155.5538369999998
80,4203502f-56b3-4b3e-be45-6586925f4e18,2023-06-08 04:35:19.764954+00:00,2023-06-08 04:35:19.813470+00:00,2023-06-08 04:35:19.763558+00:00,2023-06-08 04:35:19.767938+00:00,,,,,13.9965298,143.0,143.0,market,buy,gtc,,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-52.4137613999998
81,ca670471-fc19-4cd5-9296-36ce69a674cd,2023-06-08 04:35:19.725670+00:00,2023-06-08 04:35:19.813636+00:00,2023-06-08 04:35:19.724501+00:00,2023-06-08 04:35:19.778091+00:00,,,,,13.941167563,133.0,133.0,limit,buy,gtc,13.953678388,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-41.38528587899996
82,8e97733f-1af7-47ee-bc10-fea6e8c1abd9,2023-06-08 04:35:17.553951+00:00,2023-06-08 04:35:17.564722+00:00,2023-06-08 04:35:17.552667+00:00,2023-06-08 04:35:17.555956+00:00,,,,,59.309992202,33.0,33.0,market,buy,gtc,,,filled,False,,,,,8588af33-3a8e-4a09-bb6c-ba4226dc7aff,AAVE/USD,59.7,12.870257334000208
83,2ebcca00-2d91-4d44-b93a-b267b171eeec,2023-06-08 04:35:17.512347+00:00,2023-06-08 05:21:12.214058+00:00,2023-06-08 04:35:17.511027+00:00,2023-06-08 05:21:12.187841+00:00,,,,,59.242078624,28.0,28.0,limit,buy,gtc,59.242078624,,filled,False,,,,,8588af33-3a8e-4a09-bb6c-ba4226dc7aff,AAVE/USD,59.7,12.821798528000045
84,fa49e1cd-c61c-4504-b1d5-a012a1bab641,2023-06-08 04:30:32.918219+00:00,2023-06-08 04:30:32.963647+00:00,2023-06-08 04:30:32.917174+00:00,2023-06-08 04:30:32.920877+00:00,,,,,4.56364151,439.0,439.0,market,buy,gtc,,,filled,False,,,,,39d2df3b-4273-46a9-956d-c23634be1e38,UNI/USD,4.575,4.986377110000048
